・0157

◆ バクフーンが覚える技
技名	タイプ	分類	威力	命中	PP	接触	説明
じこあんじ	ノーマル	変化	-	-	12	×	相手の能力ランクの変化を、すべて自分にコピーする。
しんぴのまもり	ノーマル	変化	-	-	20	×	5ターンの間、味方の場を『しんぴのまもり』状態にして、自分と味方のポケモンは状態異常と『こんらん』状態にならなくなる。交代しても効果は続く。
ねごと	ノーマル	変化	-	-	12	×	自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
こらえる	ノーマル	変化	-	-	12	×	必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。
まもる	ノーマル	変化	-	-	8	×	必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
みがわり	ノーマル	変化	-	-	12	×	自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。相手のダイマックス技も防げるが、自分がダイマックスすると分身が消える。
にほんばれ	ほのお	変化	-	-	8	×	5ターンの間、天気を『にほんばれ』にする。『ほのお』タイプの技のダメージが1.5倍になり、『みず』タイプの技のダメージが半減する。『こおり』状態にならない。
あまごい	みず	変化	-	-	8	×	5ターンの間、天気を『あめ』にする。『みず』タイプの技のダメージが1.5倍になり、『ほのお』タイプの技のダメージが半減する。
でんじふゆう	でんき	変化	-	-	12	×	5ターンの間、『ふゆう』と同じ『でんじふゆう』状態となり、『じめん』タイプの技や、『まきびし』『どくびし』『ねばねばネット』、『グラスフィールド』『ミストフィールド』『エレキフィールド』『サイコフィールド』などの効果を受けなくなる。
でんじは	でんき	変化	-	90	20	×	相手を『まひ』状態にする。『じめん』タイプや『でんき』タイプには無効。
はいよるいちげき	むし	物理	70	90	12	○	100%の確率で、相手の『とくこう』ランクを1段階下げる
すなあらし	いわ	変化	-	-	8	×	5ターンの間、天気を『すなあらし』にする。『いわ』『じめん』『はがね』タイプではないポケモンは、毎ターン最大HPの1/16のダメージを受ける。また、『いわ』タイプのポケモンは『とくぼう』が1.5倍になる。
まきびし	じめん	変化	-	-	20	×	使用後、相手はポケモンを交代する度にダメージを受ける。3回まで使うことができ、1回の時は相手の最大HPの1/8、2回の時は相手の最大HPの1/6、3回の時は相手の最大HPの1/4のダメージを与える。『ひこう』タイプ、特性『ふゆう』のポケモンはダメージを受けない。
みらいよち	エスパー	特殊	120	100	12	×	2ターン後に攻撃する。交代した場合は同じ位置にいるポケモンに攻撃する。タイプ相性の影響を受ける。
サイコキネシス	エスパー	特殊	90	100	12	×	10%の確率で相手の『とくぼう』ランクを1段階下げる。
サイコショック	エスパー	特殊	80	100	12	×	相手の『とくぼう』ではなく、相手の『ぼうぎょ』の能力値でダメージ計算する。
アシストパワー	エスパー	特殊	20	100	12	×	自分のいずれかの能力ランクが1つ上がる度に威力が20上がる。
マジックルーム	エスパー	変化	-	-	12	×	5ターンの間、すべてのポケモンの道具の効果がなくなる。
トリックルーム	エスパー	変化	-	-	8	×	5ターンの間、『すばやさ』が低いポケモンから攻撃できるようになる。ただし、必ず先制できる技には無効。もう1度使用すると元に戻る。必ず後攻になる(優先度:-7)。
めいそう	エスパー	変化	-	-	20	×	自分の『とくこう』『とくぼう』ランクが1段階ずつ上がる。
ふういん	エスパー	変化	-	-	12	×	自分が『ふういん』状態になり、自分が場を離れるまで、自分が覚えている技と同じ技を相手のポケモンは使えなくなる。
ねむる	エスパー	変化	-	-	8	×	HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になり、3ターン目で目を覚ます。
リフレクター	エスパー	変化	-	-	20	×	5ターンの間、相手の物理攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
ひかりのかべ	エスパー	変化	-	-	20	×	5ターンの間、相手の特殊攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
イカサマ	あく	物理	95	100	16	○	自分の『こうげき』ではなく、相手の『こうげき』の能力値でダメージ計算する。
どろぼう	あく	物理	60	100	20	○	相手が持っている道具を自分の物にする。自分が既に道具を持っている場合は失敗するが、技『はたきおとす』で自分の道具が無効化されている時は奪う事ができ、道具は上書きされる。トレーナー戦の場合はバトル終了後になくなる。
すりかえ	あく	変化	-	100	12	×	相手と自分が持っている道具を入れ替える。片方しか道具を持っていない場合も成功する。
いちゃもん	あく	変化	-	100	16	×	使用後、相手は同じ技を連続で出せなくなる。ダイマックスしている相手には無効。
てっていこうせん	はがね	特殊	140	95	8	×	自分のHPを最大HPの半分だけ減らす。『まもる』などで技が防がれた場合も、自分のHPは減る。
ラスターカノン	はがね	特殊	80	100	12	×	10%の確率で相手の『とくぼう』ランクを1段階下げる。
てっぺき	はがね	変化	-	-	16	×	自分の『ぼうぎょ』ランクを2段階上げる。
きんぞくおん	はがね	変化	-	85	20	×	音系の技。相手の『とくぼう』ランクを2段階下げる。
じゃれつく	フェアリー	物理	90	90	12	○	10%の確率で相手の『こうげき』ランクを1段階下げる。
マジカルシャイン	フェアリー	特殊	80	100	12	×	相手全体が対象。通常攻撃。
ドレインキッス	フェアリー	特殊	50	100	12	○	相手に与えたダメージの3/4だけ自分のHPが回復する。
フェアリーロック	フェアリー	変化	-	-	12	×	次のターン終了まで、すべての『ゴースト』タイプではないポケモンは逃げたり交代できなくなる。
ミストフィールド	フェアリー	変化	-	-	12	×	5ターンの間、場の状態を『ミストフィールド』にする。『ひこう』タイプや特性『ふゆう』などではない地面にいるすべてのポケモンは、状態異常にならず、また『ドラゴン』タイプの技の威力が半減する。すでに状態異常の場合は回復しない。また、道具『ミストシード』を持ったポケモンは『とくぼう』ランクが1段階上がる(この効果は、地面にいないポケモンでも発動する)。

・0709

◆ オーロットが覚える技
技名	タイプ	分類	威力	命中	PP	接触	説明
ギガインパクト	ノーマル	物理	150	90	8	○	使用した次のターンは行動できない。
